countycode,white_percentage,black_percentage,ame_ala_percentage,asian_percentage,native_pacific_percentage,other_percentage,two_more_percentage,median_year_structure_built,median_value
21083,88.949997,3.96,.12,.51999998,.31,2.3499999,3.78,1977,109000
21085,96.389999,.73000002,.36000001,.72000003,.029999999,.70999998,1.05,1985,118100
21087,95.839996,1.77,.75,.029999999,0,0,1.61,1976,80600
21089,96.870003,1.02,.079999998,.54000002,0,.059999999,1.42,1975,114900
21091,95.720001,.69999999,.059999999,.57999998,0,0,2.9400001,1982,113600
21093,78.389999,11.96,.23999999,2.02,.34,1.37,5.6900001,1986,157700
21095,95.470001,1.96,0,.33000001,0,.31999999,1.9299999,1975,64100
21097,95.370003,2.1900001,.0099999998,0,.0099999998,.43000001,1.98,1982,146800
21099,93.269997,4.5700002,.20999999,.47999999,0,.0099999998,1.47,1979,93000
21101,86.959999,7.4099998,.22,.33000001,.029999999,1.23,3.8199999,1976,133200
21103,92.769997,2.6800001,0,.55000001,.15000001,1.11,2.74,1977,134100
21105,86.260002,8.8299999,1.1,.16,0,.72000003,2.9400001,1974,85000
21107,89.720001,6.5799999,.17,.73000002,.0099999998,.22,2.5699999,1976,107100
21109,98,.25,0,0,0,0,1.74,1987,83100
21111,70.239998,21.93,.14,2.98,.059999999,1.1799999,3.47,1969,178100
21113,90.349998,4.4400001,.11,1.58,.0099999998,1.13,2.3800001,1988,186400
21115,97.18,.36000001,.1,1.26,0,.19,.91000003,1981,115800
21117,89.75,4.52,.14,1.2,.0099999998,1.36,3.02,1973,167100
21119,97.290001,.81999999,.22,.28999999,0,.38999999,.99000001,1984,52300
21121,96.360001,.79000002,.52999997,.34999999,.11,.079999998,1.78,1985,87000
21123,93.550003,3.46,.14,.43000001,0,.81,1.62,1983,125100
21125,96.900002,.63,.41999999,.23999999,0,.27000001,1.54,1990,116300
21127,97.510002,.34,.0099999998,.95999998,0,.050000001,1.13,1984,91800
21129,95.269997,.81999999,.13,.2,0,.1,3.48,1984,65800
21131,97.099998,.16,0,.28999999,0,0,2.45,1984,69000
21133,97.57,.38,.15000001,.27000001,0,.33000001,1.3,1978,54700
21135,97.639999,.38,.38,.14,0,.050000001,1.4,1985,68300
21137,94.370003,2.53,.02,.17,0,.63,2.28,1984,106100
21139,97.07,.81,.07,.31,.02,.07,1.67,1978,90600
21141,90.839996,6.6300001,.059999999,.27000001,0,.44999999,1.75,1974,108900
21143,91.559998,5.6399999,.38999999,.83999997,.11,.20999999,1.25,1988,149100
21145,84.440002,10.18,.34999999,.88999999,.059999999,.58999997,3.48,1978,145200
21147,89.809998,6.1799998,.63,.88999999,.07,.1,2.3199999,1987,76700
21149,96.910004,1.34,.38,.23,0,.40000001,.74000001,1976,111800
21151,91.089996,4.2800002,.38999999,1.02,.27000001,.56999999,2.3800001,1992,161400
21153,98.480003,0,.090000004,.38,0,.029999999,1.02,1983,71100
21155,89.919998,7.3299999,.18000001,.34,.19,.68000001,1.36,1981,112900
21157,96.849998,.60000002,.27000001,.15000001,0,.36000001,1.77,1982,138000
21159,92.839996,5.0300002,.76999998,.090000004,.1,.34999999,.82999998,1985,78100
21161,89.57,6.3099999,.050000001,.98000002,.079999998,.47,2.55,1973,144200
21163,91.370003,3.7,.47,.69999999,.20999999,.36000001,3.2,1989,154200
21165,97.93,.14,0,0,0,0,1.9299999,1988,83200
21167,92.639999,3.4400001,.25,.77999997,.029999999,.72000003,2.1300001,1975,148900
21169,95.209999,2.1600001,.34,.22,0,.029999999,2.05,1980,76900
21171,95.459999,2.3499999,.25,.25,.02,.37,1.3,1977,97000
21173,94.230003,2.9200001,.56999999,.16,0,.50999999,1.61,1983,124600
21175,93.309998,3.6700001,.38,.57999998,.38,.75,.93000001,1986,79900
21177,92.580002,3.8599999,.17,1.47,.07,.18000001,1.67,1976,96000
21179,92.129997,5.1100001,.079999998,.57999998,0,.30000001,1.79,1990,164200
21181,96.379997,.93000001,.079999998,0,0,.68000001,1.92,1973,86500
21183,96.370003,1.15,.0099999998,.19,0,1.3200001,.95999998,1982,90400
21185,90.5,3.8599999,.20999999,1.65,.0099999998,.72000003,3.04,1992,299300
21187,95.129997,1.38,0,0,0,.77999997,2.7,1984,116300
21189,92.660004,4.3000002,0,.090000004,0,1.11,1.83,1982,67400
21191,95.410004,.75,.029999999,.72000003,.44999999,.20999999,2.45,1982,130100
21193,95.269997,2.01,.039999999,1.01,.079999998,.30000001,1.29,1982,78900
21195,97.440002,.80000001,.13,.55000001,.029999999,.090000004,.97000003,1985,82700
21197,97.389999,.15000001,.22,.38999999,0,.07,1.79,1982,105000
21199,95.870003,.95999998,.46000001,.80000001,0,.41999999,1.49,1984,113900
21201,98.830002,1.03,0,0,0,0,.14,1969,101900
21203,97.860001,.11,.36000001,.14,0,.11,1.42,1986,88500
21205,95.949997,2.05,.029999999,.76999998,0,.050000001,1.15,1990,126900
21207,94.779999,.51999998,0,.72000003,0,2.4000001,1.58,1986,99000
21209,87.699997,4.6500001,.31,1.13,0,2.22,3.98,1996,197900
21211,84.68,6.4299998,0,1,.090000004,3.47,4.3299999,1991,202000
21213,85.559998,9.2399998,.40000001,.81,0,.88,3.1099999,1983,141400
21215,95.919998,1.48,.11,.58999997,0,.31999999,1.5700001,1996,227000
21217,91.169998,4.48,.07,1.04,0,.38,2.8699999,1979,122800
21219,87.540001,8.2399998,.050000001,.090000004,0,2.4200001,1.66,1977,112500
21221,89.790001,6.8600001,0,.44999999,0,.079999998,2.8099999,1989,156000
21223,93.199997,.34,.22,0,.68000001,2.71,2.8499999,1984,129700
21225,82.699997,15.27,0,.47999999,0,.51999998,1.02,1974,90900
21227,80.669998,8.7799997,.31,4.2600002,.41999999,1.87,3.6900001,1989,180000
21229,89.029999,7.4299998,0,.77999997,0,.2,2.5599999,1988,123600
21231,94.199997,1.8099999,.47999999,.090000004,0,2.3,1.12,1985,90300
21233,90.010002,4.0900002,.039999999,.059999999,.1,1.4,4.3000002,1974,76200
21235,96.93,.92000002,.34,.5,0,.27000001,1.05,1983,104200
21237,97.650002,.039999999,.56999999,.14,0,.029999999,1.5700001,1985,66300
21239,91.43,3.99,0,.43000001,0,1.3,2.8399999,1984,212100
22001,78.910004,15.89,.23,.12,0,.27000001,4.5799999,1978,130300
22003,73.949997,18.49,2.22,.63,0,2.1400001,2.5699999,1977,107400
22005,71,22.450001,.07,1.25,.029999999,1.84,3.3599999,1999,224300
22007,67.290001,30.309999,.46000001,.090000004,0,.44,1.41,1981,118900
22009,65.510002,27.450001,.88,.56,.18000001,.2,5.2199998,1978,103900
22011,83.209999,12.72,.23,.60000002,.0099999998,.36000001,2.8699999,1989,141600
22013,55.259998,42.450001,0,.2,0,1.09,.99000001,1978,73700
22015,70.730003,23.290001,.56,1.99,.17,1.24,2.02,1987,176700
22017,45.439999,49.209999,.33000001,1.3200001,.050000001,1.02,2.6300001,1975,150200
22019,69.339996,25.17,.23999999,1.49,0,.98000002,2.79,1983,160800
22021,79.339996,18.219999,.31,.12,0,.81,1.1900001,1984,79100
22023,94.790001,1.46,.58999997,.41999999,0,0,2.74,2004,124300
22025,65.75,32.560001,.039999999,.18000001,0,.82999998,.63999999,1977,90600
22027,45.119999,52.279999,.059999999,.13,0,.66000003,1.75,1975,75500
22029,57.189999,40.48,.0099999998,.17,0,.66000003,1.49,1975,94500
22031,60.93,36.290001,.69,.079999998,.029999999,0,1.97,1987,116500
22033,46.209999,45.689999,.2,3.1800001,.07,2.0699999,2.5799999,1981,201100
22035,27.030001,71.07,.40000001,0,0,.17,1.3200001,1975,62800
22037,54.220001,43.009998,.47,.38999999,0,.20999999,1.7,1987,153800
22039,67.139999,26.530001,.36000001,.5,.039999999,2.47,2.96,1979,99500
22041,65.440002,33.459999,.090000004,0,.02,.090000004,.88999999,1977,86600
22043,79.150002,16.48,.2,.25,0,1.75,2.1700001,1988,122600
22045,59.669998,32.040001,.31,2.54,0,1.6799999,3.76,1980,120500
22047,49.080002,48.549999,.050000001,.059999999,0,.56999999,1.6900001,1981,139100
22049,67.330002,28.99,.1,.64999998,0,1.85,1.08,1975,85700
22051,60.299999,27.139999,.37,4.2199998,.0099999998,4.5,3.47,1974,193600
22053,79.370003,16.389999,.76999998,.2,0,.61000001,2.6600001,1977,110800
22055,68.269997,25.83,.20999999,1.85,.07,.94,2.8399999,1986,189700
22057,78.629997,13.47,2.3499999,.50999999,.050000001,2.0699999,2.9300001,1980,158800
22059,84.080002,10.49,1.2,1.52,.20999999,1.21,1.29,1979,107000
22061,54.380001,40.27,.12,1.5599999,0,2.04,1.63,1983,152400
22063,89.410004,6.0500002,.41,.81,.02,1.23,2.0599999,1999,173200
22065,34.57,63.849998,.059999999,0,0,.34,1.1799999,1978,77600
22067,49.310001,49.200001,.13,.5,0,.079999998,.76999998,1977,94500
22069,51.700001,42.349998,.99000001,.18000001,0,2.9300001,1.86,1985,148300
22071,33.400002,59.220001,.18000001,2.8900001,.0099999998,1.75,2.55,1957,250000
22073,58.549999,37.630001,.16,1.02,.02,.94999999,1.66,1980,150200
22075,67.43,19.68,1.3,4.1500001,.07,1.39,5.98,1999,202700
22077,62.419998,34.610001,.07,.28,0,.70999998,1.91,1983,157900
22079,63.02,31.620001,.67000002,1.3099999,.0099999998,.54000002,2.8199999,1978,147200
22081,56.619999,40.48,0,0,0,.27000001,2.6400001,1978,77900
22083,61.790001,35.75,.02,.31,0,.15000001,1.98,1978,107700
22085,68.150002,15.81,7,.38,.029999999,1.1900001,7.4200001,1986,87600
22087,68.57,23.49,.40000001,2.5999999,.059999999,1.7,3.1900001,1977,152600
22089,68.050003,26.610001,.23,.81999999,0,1.9299999,2.3599999,1984,205600
22091,45.93,52.240002,.69999999,.30000001,0,.11,.70999998,1986,115500
22093,49.110001,49.380001,0,.18000001,.17,.63999999,.51999998,1980,168700
22095,36.970001,57.5,0,1.08,0,2.29,2.1600001,1982,155900
22097,55.939999,41.869999,.28,.039999999,.039999999,.40000001,1.4299999,1973,122900
22099,66.32,29.01,.40000001,1.01,0,.67000002,2.5799999,1983,123700
22101,58.610001,31.17,1.58,1.46,.02,3.25,3.9200001,1976,105800
22103,81.589996,11.74,.62,1.53,.050000001,1.08,3.3699999,1994,223300
22105,65.959999,29.91,.23,.64999998,.02,.31999999,2.9100001,1989,167900
22107,43.360001,55.290001,0,.14,0,1.1,.11,1973,78900
22109,69.510002,19.440001,5.73,1.01,.02,1.3200001,2.97,1981,155600
22111,70.980003,24.639999,.20999999,.029999999,.029999999,2.04,2.0799999,1985,94700
22113,81.089996,14.22,.34999999,1.9,.11,.43000001,1.9,1982,127700
22115,75.379997,14.64,1.2,2.1800001,.34,2.28,3.98,1986,126000
22117,66.580002,30.34,.31,.1,0,1,1.66,1980,114900
22119,63.509998,34.240002,.40000001,.22,.039999999,.050000001,1.54,1975,85300
22121,57.450001,40.490002,.12,0,0,.25,1.6799999,1988,197000
22123,79.849998,15.6,.18000001,0,.20999999,2.45,1.7,1978,85800
22125,53.16,44.450001,.15000001,.67000002,0,.079999998,1.48,1988,230400
22127,65.550003,31.99,.25999999,.050000001,0,.75,1.4,1975,77000
23001,90.879997,2.3699999,.16,.91000003,0,.34999999,5.3299999,1967,166600
23003,94.489998,1.01,1.91,.38,.039999999,.31,1.86,1971,102600
23005,90.690002,3.1199999,.28,2.26,.0099999998,.55000001,3.0799999,1974,288800
23007,95.900002,.28999999,.059999999,.47,.02,.34999999,2.9100001,1977,146900
23009,95.449997,.79000002,.57999998,1.21,.0099999998,.19,1.76,1980,218000
23011,95.459999,.79000002,.43000001,.94999999,.050000001,.15000001,2.1600001,1974,164000
23013,95.620003,.46000001,.55000001,.51999998,.0099999998,.56,2.26,1971,209900
23015,95.629997,.49000001,.38999999,.86000001,0,.25999999,2.3800001,1978,220000
23017,95.690002,.31999999,.28999999,.52999997,.0099999998,.28,2.8800001,1976,150700
23019,94.059998,.83999997,1.36,.79000002,.0099999998,.41999999,2.52,1976,148300
23021,95.120003,.68000001,.25999999,.76999998,0,.94999999,2.21,1975,110100
23023,95.709999,.64999998,.34,.82999998,0,.17,2.3,1976,222900
23025,96.360001,.61000001,.28,.60000002,0,.11,2.03,1977,122400
23027,95.940002,.41,.41,.40000001,0,.56999999,2.26,1983,169400
23029,90.410004,.69999999,5.3600001,.44,.029999999,.54000002,2.52,1975,115200
23031,94.669998,.91000003,.47999999,1.15,.0099999998,.22,2.5599999,1979,260800
24001,87.910004,8.3900003,.16,.94999999,.0099999998,.23,2.3499999,1957,126500
24003,70.959999,16.700001,.20999999,3.8399999,.039999999,2.9400001,5.3000002,1982,370100
24005,58.869999,29.35,.25,6.0700002,.090000004,1.79,3.5699999,1972,267400
24009,80.339996,12.44,.17,1.9,.050000001,.56999999,4.54,1990,364800
24011,78.400002,13.8,.28,.50999999,0,3.1600001,3.8499999,1980,213400
24013,90.459999,3.6199999,.25999999,2.04,.039999999,.89999998,2.6800001,1982,343400
24015,86.970001,6.8299999,.079999998,1.5,.0099999998,1.12,3.5,1986,250400
24017,41.630001,47.439999,.63999999,3.1199999,.02,1.1900001,5.96,1990,326800
24019,64.940002,25.68,.039999999,1.1799999,0,1.96,6.1999998,1974,187300
24021,78.330002,9.8699999,.22,4.4400001,.059999999,1.66,5.4299998,1987,341800
24023,96.589996,1.1900001,.17,.44,.039999999,.090000004,1.47,1982,194600
24025,77.650002,13.88,.15000001,2.71,.02,1.64,3.95,1985,302900
24027,54.84,19.219999,.25999999,18.440001,.029999999,1.72,5.48,1988,464500
24029,79.580002,14.03,.079999998,1.14,.029999999,2.0799999,3.05,1976,258500
24031,51.23,18.459999,.28999999,14.97,.039999999,8.9899998,6,1979,491700
24033,16.09,62.16,.33000001,4.2600002,.039999999,13.15,3.98,1976,319600
24035,87.699997,5.9000001,.1,1.09,.029999999,1.45,3.72,1987,363300
24037,76.669998,14.44,.059999999,2.5899999,.02,1.01,5.1999998,1990,318500
24039,52.57,41.619999,.33000001,.82999998,0,.86000001,3.79,1978,131500
24041,81.169998,10.86,.36000001,1.3099999,0,.93000001,5.3699999,1981,334000
24043,81.209999,10.89,.15000001,1.6900001,.1,1.0700001,4.8800001,1974,221700
24045,65.239998,26.17,.19,3.02,.02,1.84,3.53,1982,185000
24047,82.410004,12.73,.16,1.17,0,.52999997,2.99,1984,267400
24510,29.719999,62.259998,.31,2.48,.029999999,2,3.2,1945,167300
25001,90.32,2.8599999,.52999997,1.45,.059999999,1.53,3.25,1976,414000
25003,89.919998,2.72,.25,1.74,.039999999,1.58,3.75,1954,221000
25005,82.849998,4.1900001,.079999998,2.29,.029999999,5.6799998,4.8800001,1962,317800
25007,85.230003,4.3800001,1.7,.60000002,0,2.3299999,5.7600002,1982,794000
25009,78.220001,4.3200002,.17,3.4400001,.02,9.1099997,4.73,1959,436600
25011,92.029999,1.11,.18000001,1.5,.1,1.26,3.8199999,1959,239900
25013,78.169998,8.8400002,.2,2.5,.02,4.54,5.73,1957,216100
25015,86.639999,2.45,.13,5.1399999,.14,1.23,4.27,1967,289300
25017,75.239998,5.27,.2,12.4,.050000001,2.8599999,3.98,1960,540300
25019,76.830002,12.98,.98000002,1.4,.059999999,2.8,4.9499998,1984,1117300
25021,76.120003,7.1799998,.15000001,11.34,.039999999,1.65,3.52,1963,491000
25023,82.059998,9.4099998,.15000001,1.49,.029999999,3.21,3.6500001,1970,386600
25025,53.830002,21.540001,.28999999,8.9200001,.050000001,6.6300001,8.75,1942,547300
25027,82.209999,5.0300002,.20999999,5,.039999999,3.1099999,4.4000001,1965,295300
26001,96.449997,.41999999,.69999999,.34999999,.02,.47,1.59,1974,118700
26003,84.169998,6.9499998,3.95,.77999997,0,.46000001,3.6900001,1976,141900
26005,92.239998,1.26,.37,.70999998,0,1.67,3.75,1980,174000
26007,96.050003,.57999998,.34,.5,.11,.40000001,2.02,1967,104900
26009,95.800003,.43000001,.63999999,.40000001,0,.52999997,2.2,1977,161700
26011,95.849998,.44,1.3099999,.22,.029999999,.11,2.04,1977,98600
26013,73.620003,8.6599998,10.23,.47999999,.0099999998,.25,6.7399998,1971,108200
26015,95.629997,.63999999,.25,.64999998,.0099999998,.76999998,2.0699999,1975,171800
26017,93.830002,1.51,.28,.56,.07,.41999999,3.3199999,1961,106400
26019,95.010002,.31999999,1.71,.44,.059999999,.41,2.0599999,1982,195400
26021,77.940002,14.23,.41999999,1.64,.0099999998,1.39,4.3800001,1966,157500
26023,92.800003,2.0899999,.43000001,.51999998,.029999999,1.23,2.9000001,1970,118200
26025,80.510002,10.41,.41999999,2.3599999,.0099999998,.94,5.3699999,1962,115500
26027,88.220001,5.0500002,1.02,.85000002,0,1.64,3.21,1972,155600
26029,94.970001,.51999998,1.4400001,.37,.039999999,.28999999,2.3599999,1977,171100
26031,92.330002,.58999997,1.8099999,.44999999,.0099999998,.19,4.6199999,1980,141800
26033,68.970001,5.4699998,13.49,.94999999,.2,.61000001,10.32,1977,121600
26035,96.110001,.61000001,.63,.090000004,0,.34,2.21,1976,91900
26037,92.269997,1.87,.12,1.37,0,.83999997,3.52,1979,185500
26039,95.620003,.31999999,.28,.82999998,0,.55000001,2.4100001,1978,111800
26041,92.57,.31,2.2,.52999997,.0099999998,.16,4.2199998,1968,115400
26043,95.57,.62,.93000001,.61000001,0,.31999999,1.95,1968,109300
26045,85.75,7.02,.51999998,2.3900001,.02,1.26,3.03,1976,160000
26047,90.559998,.70999998,2.5699999,.54000002,.079999998,1.11,4.4299998,1982,206900
26049,73.860001,19.85,.31999999,.97000003,.029999999,.82999998,4.1399999,1968,119500
26051,96.580002,.37,.47,.5,0,.17,1.91,1979,111000
26053,91.540001,3.1500001,2.71,.52999997,.20999999,.12,1.74,1955,73500
26055,94.470001,.76999998,.75999999,.58999997,.11,.46000001,2.8399999,1986,225400
26057,90.160004,5.96,.31999999,.41,.050000001,.30000001,2.8,1964,97600
26059,96.139999,.62,.41,.37,0,.46000001,2,1969,131800
26061,93.040001,.93000001,.58999997,2.9400001,.079999998,.51999998,1.9,1960,113700
26063,96.080002,.37,.17,.56999999,0,.74000001,2.0699999,1968,109000
26065,73.709999,11.8,.41,6.6500001,.029999999,1.33,6.0700002,1970,143900
26067,90.889999,4.5599999,.14,.46000001,.0099999998,.98000002,2.96,1972,140800
26069,94.970001,.70999998,1.0599999,.70999998,.0099999998,.28,2.26,1971,98200
26071,95.290001,.95999998,1.15,.47999999,0,.18000001,1.9400001,1962,79500
26073,86.739998,2.4400001,3.1400001,1.66,.0099999998,1.25,4.75,1983,136900
26075,86.760002,7.8800001,.33000001,.87,.02,.47,3.6700001,1965,138900
26077,79.809998,11.03,.19,2.4200001,.039999999,.98000002,5.52,1974,168500
26079,95.360001,1.0700001,.74000001,.51999998,0,.15000001,2.1600001,1978,127600
26081,78.220001,9.3800001,.36000001,3.0699999,.029999999,3.4000001,5.54,1974,188500
26083,97.43,.70999998,.51999998,0,0,0,1.33,1962,141800
26085,86.809998,7.8899999,.97000003,.22,.0099999998,.55000001,3.5599999,1980,89700
26087,94.540001,1.16,.23999999,.47999999,.02,.91000003,2.6500001,1978,179900
26089,92.800003,.44999999,2.9100001,.51999998,.17,.47999999,2.6700001,1985,285700
26091,92.639999,2.25,.36000001,.28,.0099999998,.75,3.7,1969,143000
26093,96.019997,.60000002,.23999999,1.03,.050000001,.25999999,1.79,1988,256100
26095,79.029999,8.0200005,6.4000001,.46000001,.17,.16,5.7600002,1976,97200
26097,74.260002,3.46,16.42,.73000002,.22,.40000001,4.5100002,1976,136100
26099,79.839996,11.84,.28999999,4.1799998,.07,.61000001,3.1800001,1975,174000
26101,90.769997,2.73,1.5700001,.30000001,.0099999998,.38,4.23,1971,130900
26103,92.940002,1.55,.93000001,.83999997,.039999999,.15000001,3.55,1968,154200
26105,94.720001,.98000002,.81999999,.62,0,.77999997,2.0799999,1975,151400
26107,92.169998,3.05,.69,.97000003,0,.41999999,2.7,1981,122500
26109,94.099998,.55000001,1.99,.41,0,.28,2.6700001,1970,112600
26111,92.790001,1.53,.47,2.1700001,.039999999,.58999997,2.3900001,1975,145900
26113,95.660004,.46000001,.28999999,.17,0,.72000003,2.71,1978,123300
26115,93.610001,2.4100001,.28999999,.51999998,0,.57999998,2.5899999,1973,167400
26117,93.620003,2.22,.62,.28,.02,.43000001,2.8199999,1976,121800
26119,96.419998,.27000001,.89999998,.079999998,.0099999998,.14,2.1900001,1974,113300
26121,80.120003,13.25,.73000002,.72000003,.0099999998,.60000002,4.5700002,1968,126400
26123,92.239998,1.11,.66000003,.43000001,0,2.8900001,2.6900001,1979,128900
26125,73.82,13.3,.23,7.71,.02,1.0599999,3.8599999,1974,252800
26127,93.029999,1.01,1.01,.14,.029999999,1.49,3.29,1978,121900
26129,95.959999,.34999999,.75999999,.74000001,0,.13,2.0599999,1977,103200
26131,95.970001,.44999999,.64999998,.47999999,.050000001,.1,2.29,1962,74400
26133,95.970001,1.1799999,.75,.38999999,0,.18000001,1.53,1978,102800
26135,96,.69,.68000001,.14,0,.31,2.1700001,1973,96800
26137,95.379997,.79000002,.25999999,.58999997,.0099999998,.2,2.78,1980,147100
26139,89,1.51,.38,2.54,.02,2.48,4.0700002,1985,209400
26141,96.449997,.47999999,.34999999,.55000001,0,.34,1.8200001,1970,111200
26143,96.099998,.31,.41,.28,0,.079999998,2.8299999,1976,111300
26145,74.239998,18.83,.33000001,1.1799999,.0099999998,1.21,4.1799998,1966,106200
26147,93.199997,2.3599999,.16,.5,.029999999,.63999999,3.0999999,1974,162300
26149,91.239998,1.9299999,.11,.52999997,.029999999,1.42,4.73,1970,128800
26151,96.209999,.52999997,.2,.28,.0099999998,.63999999,2.1400001,1971,121500
26153,86.220001,.49000001,5.8499999,.44,0,.19,6.8200002,1979,114400
26155,95.870003,.75999999,.23,.25999999,.029999999,.41,2.4300001,1969,127500
26157,95.559998,1.02,.30000001,.44,.0099999998,.30000001,2.3800001,1970,108200
26159,85.540001,3.73,.80000001,.76999998,.039999999,4.21,4.9200001,1974,147400
26161,72.709999,11.83,.34999999,9.1599998,.039999999,.94999999,4.96,1978,278500
26163,52.330002,38.32,.34,3.4200001,.02,2.26,3.3,1956,122700
26165,94.879997,.86000001,.34999999,.49000001,.090000004,.19,3.1500001,1979,115500
27001,94.470001,.44999999,2.22,.25,.059999999,.51999998,2.02,1981,183400
27003,82.339996,6.7399998,.56,4.5700002,.02,1.65,4.1100001,1985,244500
27005,86.93,.43000001,5.8600001,.61000001,.02,.89999998,5.25,1977,202600
27007,72.550003,1.25,19.4,.63,.079999998,0,6.0900002,1984,167000
27009,89.879997,4.6300001,.17,.93000001,0,1.33,3.0599999,1985,187300
27011,97.949997,.059999999,.059999999,.14,0,.18000001,1.61,1960,108900
27013,89.800003,4.1500001,.20999999,2.25,.02,.69999999,2.8699999,1976,194800
27015,95.129997,.73000002,.25999999,.66000003,0,2.1700001,1.05,1960,144000
27017,89.059998,2.5599999,4.1500001,.66000003,0,.07,3.5,1974,179400
27019,90.849998,1.8099999,.23,3.0799999,.0099999998,1.14,2.8900001,1994,333400
27021,81.720001,.41999999,9.5600004,.54000002,.02,1.4299999,6.3000002,1987,200700
27023,89.089996,1.08,1.85,1.17,1.35,4.8200002,.63999999,1958,118100
27025,94.529999,1.1900001,.56,1.14,.029999999,.15000001,2.4100001,1989,244600
27027,89.639999,3.9200001,1.64,1.41,.2,.44999999,2.75,1978,205400
27029,85.379997,.19,7.6399999,.56,0,.27000001,5.9499998,1980,139500
